event_date,event_name,event_timestamp,user_pseudo_id,ltv_revenue,device_language,device_is_limited_ad_tracking,device_web_info_hostname,geo_continent,geo_sub_continent,geo_country,geo_region,geo_city,ga_session_id,page_title,page_refferer,campaign,ga_session_number,session_engaged,entrances,medium,source,page_location
20201112,session_start,1605239953934271,1610703860.1605002480,0.0,zh-cn,No,kickstarter.diveroid.com,Americas,Northern America,United States,"","",1605239942,DIVEROID,,,2,,,,,https://kickstarter.diveroid.com/index_bgup?utm_ex=ex_5_2&utm_script=people&utm_tar=3&utm_type=vid&utm_lookalike=0&utm_lan=french&fbclid=IwAR1kXOnVEs_zEt7fO84C_heg86I6euDGU-jXI_iDOfi7-eE3Ur-JUYzRM-A
20201112,page_view,1605239953934271,1610703860.1605002480,0.0,zh-cn,No,kickstarter.diveroid.com,Americas,Northern America,United States,"","",1605239942,DIVEROID,,(referral),2,0,1,referral,app.adspy.com,https://kickstarter.diveroid.com/index_bgup?utm_ex=ex_5_2&utm_script=people&utm_tar=3&utm_type=vid&utm_lookalike=0&utm_lan=french&fbclid=IwAR1kXOnVEs_zEt7fO84C_heg86I6euDGU-jXI_iDOfi7-eE3Ur-JUYzRM-A
20201112,page_view,1605239961104801,1610703860.1605002480,0.0,zh-cn,No,kickstarter.diveroid.com,Americas,Northern America,United States,"","",1605239942,DIVEROID,,,2,1,,,,https://kickstarter.diveroid.com/index_bgup?utm_ex=ex_5_2&utm_script=people&utm_tar=3&utm_type=vid&utm_lookalike=0&utm_lan=french&fbclid=IwAR1kXOnVEs_zEt7fO84C_heg86I6euDGU-jXI_iDOfi7-eE3Ur-JUYzRM-A
20201112,scr_10,1605239961104801,1610703860.1605002480,0.0,zh-cn,No,kickstarter.diveroid.com,Americas,Northern America,United States,"","",1605239942,DIVEROID,,,2,1,,,,https://kickstarter.diveroid.com/index_bgup?utm_ex=ex_5_2&utm_script=people&utm_tar=3&utm_type=vid&utm_lookalike=0&utm_lan=french&fbclid=IwAR1kXOnVEs_zEt7fO84C_heg86I6euDGU-jXI_iDOfi7-eE3Ur-JUYzRM-A
20201112,scr_50,1605239961104801,1610703860.1605002480,0.0,zh-cn,No,kickstarter.diveroid.com,Americas,Northern America,United States,"","",1605239942,DIVEROID,,,2,1,,,,https://kickstarter.diveroid.com/index_bgup?utm_ex=ex_5_2&utm_script=people&utm_tar=3&utm_type=vid&utm_lookalike=0&utm_lan=french&fbclid=IwAR1kXOnVEs_zEt7fO84C_heg86I6euDGU-jXI_iDOfi7-eE3Ur-JUYzRM-A
20201112,scroll,1605239961104801,1610703860.1605002480,0.0,zh-cn,No,kickstarter.diveroid.com,Americas,Northern America,United States,"","",1605239942,DIVEROID,,,2,1,,,,https://kickstarter.diveroid.com/index_bgup?utm_ex=ex_5_2&utm_script=people&utm_tar=3&utm_type=vid&utm_lookalike=0&utm_lan=french&fbclid=IwAR1kXOnVEs_zEt7fO84C_heg86I6euDGU-jXI_iDOfi7-eE3Ur-JUYzRM-A
20201112,scr_90,1605239961104801,1610703860.1605002480,0.0,zh-cn,No,kickstarter.diveroid.com,Americas,Northern America,United States,"","",1605239942,DIVEROID,,,2,1,,,,https://kickstarter.diveroid.com/index_bgup?utm_ex=ex_5_2&utm_script=people&utm_tar=3&utm_type=vid&utm_lookalike=0&utm_lan=french&fbclid=IwAR1kXOnVEs_zEt7fO84C_heg86I6euDGU-jXI_iDOfi7-eE3Ur-JUYzRM-A
20201112,session_start,1605247129495895,1610703860.1605002480,0.0,zh-cn,No,kickstarter.diveroid.com,Americas,Northern America,United States,"","",1605247118,DIVEROID,,,3,,,,,https://kickstarter.diveroid.com/index_bgup?utm_ex=ex_5_2&utm_script=people&utm_tar=3&utm_type=vid&utm_lookalike=0&utm_lan=french&fbclid=IwAR1kXOnVEs_zEt7fO84C_heg86I6euDGU-jXI_iDOfi7-eE3Ur-JUYzRM-A
20201112,user_engagement,1605247129495895,1610703860.1605002480,0.0,zh-cn,No,kickstarter.diveroid.com,Americas,Northern America,United States,"","",1605247118,DIVEROID,,(referral),3,0,,referral,app.adspy.com,https://kickstarter.diveroid.com/index_bgup?utm_ex=ex_5_2&utm_script=people&utm_tar=3&utm_type=vid&utm_lookalike=0&utm_lan=french&fbclid=IwAR1kXOnVEs_zEt7fO84C_heg86I6euDGU-jXI_iDOfi7-eE3Ur-JUYzRM-A
20201112,first_visit,1605204179361724,1170670677.1605204179,0.0,id-id,No,kickstarter.diveroid.com,Americas,Northern America,United States,"","",1605204179,DIVEROID,,,1,,,,,https://kickstarter.diveroid.com/index_bgup?utm_ex=ex_22&utm_script=money+people&utm_tar=4&utm_type=vid&utm_lookalike=1&fbclid=IwAR3FQCxo-j_6mYxnrImUNe8_eZqf5_Nrcdv6gOnIuohQWOld3Tyh-p6-d-A
